time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
81.567424,-0.0680,0.0405,0.0387,0.088
81.567836,-0.0019,0.0348,0.0139,0.037
81.568115,0.0777,-0.0137,-0.0202,0.081
81.568404,0.0998,-0.0332,0.0337,0.110
81.568678,0.1077,-0.0455,0.0872,0.146
81.568949,0.0753,-0.0387,0.0904,0.124
81.574204,0.0434,-0.0224,0.0486,0.069
81.577687,-0.0214,-0.0086,0.0308,0.038
81.583842,-0.0715,0.0288,0.0131,0.078
81.587407,-0.1046,0.0469,0.0430,0.122
81.592390,-0.1042,0.0529,0.0679,0.135
81.597800,-0.0920,0.0044,0.0831,0.124
81.602100,-0.0585,-0.0414,0.1006,0.124
81.606257,0.0007,-0.1224,0.0564,0.135
81.611489,0.0737,-0.1979,0.0338,0.214
81.619067,0.1151,-0.2443,0.0234,0.271
81.621046,0.1562,-0.2453,0.0200,0.292
81.626849,0.1426,-0.2131,-0.0093,0.257
81.630774,0.0891,-0.1122,-0.0503,0.152
81.669266,0.0053,-0.0597,-0.0173,0.062
81.669949,-0.0967,0.0375,0.0059,0.104
81.670241,-0.1836,0.0865,0.0480,0.209
81.670538,-0.2535,0.0899,0.1016,0.287
81.670990,-0.2898,0.0958,0.1454,0.338
81.671281,-0.2881,0.0755,0.1439,0.331
81.671665,-0.2868,0.0625,0.1355,0.323
81.672019,-0.2216,0.0258,0.1698,0.280
81.674490,-0.1405,-0.0057,0.2087,0.252
81.678075,-0.0814,-0.0085,0.2023,0.218
81.684462,-0.0205,-0.0113,0.1557,0.157
81.688138,0.0091,0.0003,0.1334,0.134
81.692758,-0.0185,0.0070,0.1161,0.118
81.698063,-0.0554,0.0279,0.1013,0.119
81.702214,-0.0967,0.0487,0.0726,0.130
81.713290,-0.1781,0.0503,0.0443,0.190
81.713789,-0.2186,0.0710,0.0044,0.230
81.754480,-0.2423,0.0677,0.0145,0.252
81.755658,-0.2849,0.0549,-0.0015,0.290
81.756383,-0.2467,0.0659,-0.0411,0.259
81.756725,-0.2184,0.0769,-0.0638,0.240
81.757144,-0.1289,0.0616,-0.0341,0.147
81.757460,-0.0615,0.0583,-0.0119,0.086
81.757770,0.0242,0.0598,-0.0255,0.069
81.758089,0.1020,0.0375,-0.0699,0.129
81.758406,0.1129,0.0344,-0.0380,0.124
81.761381,0.0929,0.0052,0.0339,0.099
81.765387,0.0424,-0.0190,0.0555,0.072
81.773519,0.0183,-0.0216,0.0011,0.028
81.774874,0.0155,-0.0170,-0.0339,0.041
81.780670,-0.0064,-0.0031,-0.0284,0.029
81.784295,-0.0115,-0.0012,0.0197,0.023
81.789083,-0.0687,-0.0016,0.0177,0.071
81.793304,-0.1041,-0.0138,0.0063,0.105
81.798083,-0.1488,-0.0307,0.0045,0.152
81.803538,-0.1695,-0.0451,-0.0044,0.175
81.808066,-0.1642,-0.0522,-0.0013,0.172
81.812625,-0.1543,-0.0166,-0.0006,0.155
81.853274,-0.1586,0.0401,0.0191,0.165
81.854014,-0.1389,0.0868,0.0670,0.177
81.854536,-0.1287,0.1023,0.0198,0.166
81.854901,-0.0807,0.0940,-0.0366,0.129
81.855179,0.0331,0.0501,-0.0854,0.104
81.855465,0.1551,0.0112,-0.0676,0.170
81.855769,0.2879,-0.0416,-0.0144,0.291
81.856152,0.3841,-0.0488,-0.0210,0.388
81.856725,0.4326,-0.0394,-0.0632,0.439
81.861484,0.4100,-0.0181,-0.0980,0.422
81.865864,0.3643,0.0100,-0.0804,0.373
81.871123,0.2834,0.0356,0.0034,0.286
81.875101,0.1912,0.0158,0.0556,0.200
81.879719,0.1424,0.0009,0.0480,0.150
81.884540,0.0300,-0.0304,0.0429,0.061
81.889474,-0.0742,-0.0615,0.0379,0.104
81.894101,-0.1562,-0.0733,0.0662,0.185
81.899121,-0.2114,-0.0755,0.0800,0.238
81.904198,-0.2165,-0.0468,0.0511,0.227
81.908836,-0.2003,0.0196,0.0273,0.203
81.913294,-0.2012,0.0522,0.0085,0.208
81.939264,-0.1310,0.0893,0.0444,0.165
81.939998,-0.1042,0.0763,0.0871,0.156
81.940240,-0.0682,0.0657,0.1012,0.139
81.940456,-0.0659,0.0292,0.0939,0.118
81.940675,-0.0495,0.0025,0.0724,0.088
81.941893,-0.0427,-0.0098,0.0773,0.089
81.947556,-0.0503,-0.0077,0.1058,0.117
81.952826,-0.0461,0.0109,0.1389,0.147
81.958019,-0.0704,0.0318,0.1030,0.129
81.961803,-0.1016,0.0407,0.0793,0.135
81.965490,-0.1420,0.0661,0.0345,0.160
81.971364,-0.1490,0.0652,0.0019,0.163
81.975567,-0.1441,0.0691,-0.0423,0.165
81.980067,-0.0731,0.0776,-0.0435,0.115
81.985657,-0.0098,0.0528,-0.0494,0.073
81.990708,0.0766,0.0045,-0.0458,0.089
81.995083,0.1575,-0.0220,-0.0279,0.161
81.999577,0.2070,-0.0388,-0.0244,0.212
82.004555,0.2207,-0.0222,0.0028,0.222
82.010315,0.1822,-0.0248,0.0321,0.187
82.014422,0.1181,-0.0107,0.0540,0.130
82.041134,0.0476,-0.0085,0.0308,0.057
82.041602,-0.0198,0.0031,0.0221,0.030
82.041781,-0.1104,0.0479,-0.0008,0.120
82.041947,-0.1362,0.0851,0.0001,0.161
82.042240,-0.1667,0.0912,0.0366,0.193
82.042450,-0.1068,0.0735,0.0538,0.140
82.047312,-0.0523,0.0488,0.0186,0.074
82.052062,0.0397,0.0100,0.0027,0.041
82.056982,0.1285,-0.0284,-0.0036,0.132
82.061465,0.2121,-0.0546,0.0043,0.219
82.066674,0.2595,-0.0521,0.0051,0.265
82.071534,0.2711,-0.0520,-0.0226,0.277
82.075810,0.2639,-0.0400,-0.0168,0.267
82.080836,0.2213,-0.0495,-0.0086,0.227
82.086135,0.1603,-0.0636,0.0469,0.179
82.090727,0.0571,-0.0539,0.0522,0.094
82.095289,-0.0260,-0.0561,0.0243,0.066
82.103150,-0.1108,-0.0155,-0.0294,0.116
82.105222,-0.1712,0.0413,-0.0117,0.177
82.109999,-0.2003,0.0833,0.0390,0.220
82.114736,-0.2245,0.0942,0.0040,0.244
82.152037,-0.1727,0.0955,-0.1089,0.225
82.152922,-0.1263,0.0731,-0.1736,0.227
82.153220,-0.0710,0.0318,-0.1311,0.152
82.153527,0.0004,0.0216,-0.0629,0.067
82.153802,0.0878,0.0068,-0.0523,0.102
82.154074,0.1509,0.0183,-0.0893,0.176
82.154512,0.1613,0.0083,-0.1353,0.211
82.154797,0.2145,0.0173,-0.0909,0.234
82.157329,0.2104,0.0429,0.0598,0.223
82.163419,0.1992,0.0327,0.2543,0.325
82.167306,0.1502,-0.0107,0.3098,0.344
82.171793,0.0733,-0.0678,0.2537,0.273
82.177680,0.0017,-0.1220,0.1648,0.205
82.181298,-0.1025,-0.1142,0.1337,0.204
82.186552,-0.1869,-0.1040,0.1123,0.242
82.191123,-0.2256,-0.0535,0.0817,0.246
82.195572,-0.2546,-0.0106,0.0230,0.256
82.203439,-0.2289,0.0368,-0.0613,0.240
82.205945,-0.1701,0.0718,-0.1070,0.213
82.210324,-0.0789,0.0781,-0.0954,0.146
82.215340,0.0399,0.0819,-0.0412,0.100
82.248693,0.1789,0.0596,0.0267,0.190
82.249874,0.2692,0.0375,0.0443,0.275
82.251011,0.3400,0.0085,0.0499,0.344
82.251580,0.3345,-0.0203,0.0436,0.338
82.252016,0.2653,-0.0346,0.0303,0.269
82.252310,0.1401,-0.0036,0.0290,0.143
82.252582,-0.0244,0.0152,0.0254,0.038
82.254536,-0.1591,0.0481,0.0242,0.168
82.259313,-0.2999,0.0878,0.0467,0.316
82.262764,-0.3900,0.0798,0.0785,0.406
82.269378,-0.4417,0.0718,0.0794,0.454
82.273191,-0.4085,0.0190,0.0689,0.415
82.277554,-0.3255,-0.0147,0.0321,0.327
82.282487,-0.1760,-0.0627,-0.0189,0.188
82.287675,-0.0389,-0.0892,-0.0460,0.108
82.291807,0.1100,-0.1228,-0.0873,0.187
82.296494,0.1967,-0.1133,-0.1550,0.275
82.303922,0.2765,-0.0607,-0.1460,0.319
82.306733,0.2729,-0.0011,-0.0606,0.280
82.312340,0.2290,0.0680,0.0270,0.240
82.316004,0.1806,0.1370,0.0190,0.227
82.346542,0.1347,0.1677,0.0348,0.218
82.347416,0.0984,0.1721,0.0434,0.203
82.347803,0.0550,0.1407,0.0664,0.165
82.348276,0.0714,0.1164,0.0177,0.138
82.348561,0.0950,0.0468,0.0336,0.111
82.348835,0.1115,-0.0562,0.0350,0.130
82.349101,0.1448,-0.1304,0.0603,0.204
82.356423,0.1781,-0.1878,0.0666,0.267
82.360458,0.1805,-0.1948,0.0132,0.266
82.364531,0.1734,-0.1756,-0.0091,0.247
82.369069,0.1402,-0.1038,-0.0002,0.174
82.373630,0.1001,-0.0345,0.0134,0.107
82.378479,0.0576,0.0204,0.0270,0.067
82.383210,0.0128,0.0394,0.0312,0.052
82.388269,0.0062,0.0321,0.0139,0.036
82.392603,-0.0075,-0.0062,0.0228,0.025
82.397690,-0.0496,-0.0157,0.0578,0.078
82.404200,-0.0748,-0.0180,0.0949,0.122
82.416472,-0.0974,-0.0582,0.0773,0.137
82.417003,-0.1009,-0.0411,0.0528,0.121
82.417326,-0.0878,-0.0313,0.0072,0.093
82.462836,-0.0748,0.0046,-0.0191,0.077
82.464288,-0.0384,0.0306,0.0022,0.049
82.464787,-0.0259,0.0731,0.0352,0.085
82.465056,-0.0039,0.1033,0.0324,0.108
82.465318,0.0060,0.0882,-0.0154,0.090
82.465607,0.0016,0.0684,-0.0463,0.083
82.465861,0.0564,0.0370,-0.0153,0.069
82.466190,0.1011,-0.0061,0.0249,0.104
82.466578,0.1384,-0.0559,0.0554,0.159
82.467951,0.1375,-0.0649,0.0571,0.162
82.472209,0.1392,-0.0668,0.0114,0.155
82.477654,0.0721,-0.0662,-0.0197,0.100
82.478464,0.0082,-0.0277,-0.0221,0.036
82.484078,-0.0362,0.0034,0.0158,0.040
82.488584,-0.0944,-0.0014,0.0155,0.096
82.493424,-0.1167,0.0342,-0.0060,0.122
82.497820,-0.1082,0.0268,-0.0250,0.114
82.504548,-0.0713,0.0361,-0.0179,0.082
82.509392,-0.0207,0.0547,0.0129,0.060
82.512443,0.0106,0.0566,0.0079,0.058
82.517191,0.0346,0.0253,-0.0326,0.054
82.558291,0.0799,0.0156,-0.0798,0.114
82.559039,0.1247,-0.0154,-0.0652,0.141
82.559337,0.1239,-0.0296,-0.0104,0.128
82.559593,0.1444,-0.0507,0.0392,0.158
82.559855,0.1482,-0.0598,0.0173,0.161
82.560106,0.1403,-0.0997,-0.0186,0.173
82.560352,0.0851,-0.1131,-0.0304,0.145
82.560597,0.0234,-0.1098,-0.0257,0.115
82.560837,-0.0378,-0.0804,0.0052,0.089
82.565741,-0.0915,-0.0394,0.0264,0.103
82.572100,-0.1307,-0.0129,0.0214,0.133
82.575120,-0.1553,0.0299,0.0591,0.169
82.580023,-0.1847,0.0700,0.0800,0.213
82.584261,-0.2115,0.0884,0.0485,0.234
82.591039,-0.2169,0.0829,0.0530,0.238
82.594322,-0.2084,0.0870,0.0574,0.233
82.599589,-0.1527,0.0696,0.0546,0.176
82.604642,-0.1262,0.0453,0.0116,0.135
82.616520,-0.0502,0.0212,-0.0026,0.055
82.617054,0.0062,0.0068,-0.0237,0.025
82.654409,0.0551,0.0020,-0.0209,0.059
82.655130,0.0916,0.0115,-0.0419,0.101
82.655454,0.1231,0.0185,-0.0012,0.124
82.655759,0.1234,0.0135,0.0250,0.127
82.656099,0.0646,0.0063,0.0179,0.067
82.656399,0.0279,0.0252,-0.0035,0.038
82.656675,-0.0155,0.0559,-0.0342,0.067
82.656962,-0.0939,0.0910,0.0017,0.131
82.657230,-0.1288,0.0784,0.0136,0.151
82.661057,-0.1044,0.0991,-0.0599,0.156
82.666683,-0.0234,0.0911,-0.0998,0.137
82.672487,0.0899,0.0831,-0.0614,0.137
82.675087,0.2118,0.0681,0.0076,0.223
82.679840,0.2878,0.0295,-0.0094,0.289
82.685710,0.3446,-0.0159,-0.0617,0.350
82.690222,0.3372,-0.0633,-0.1019,0.358
82.694493,0.3017,-0.1008,-0.0920,0.331
82.699194,0.2289,-0.1356,-0.0751,0.276
82.705018,0.1805,-0.1131,-0.0583,0.221
82.709960,0.1206,-0.0909,-0.0536,0.160
82.717739,0.1299,-0.0641,-0.0347,0.149
82.750684,0.1153,-0.0328,-0.0161,0.121
82.751550,0.1106,-0.0184,-0.0072,0.112
82.752005,0.0729,-0.0017,-0.0220,0.076
82.752424,0.0665,0.0196,-0.0438,0.082
82.752790,0.0863,0.0217,-0.0227,0.092
82.753139,0.0963,-0.0023,-0.0067,0.097
82.753513,0.1441,0.0024,0.0044,0.144
82.753857,0.1678,0.0212,0.0226,0.171
82.757461,0.1512,0.0043,0.0429,0.157
82.762319,0.1112,0.0114,0.0513,0.123
82.767357,0.0456,0.0089,-0.0042,0.047
82.771703,-0.0077,0.0087,0.0094,0.015
82.775971,-0.0771,-0.0056,0.0347,0.085
82.780543,-0.1058,-0.0175,0.0337,0.112
82.785735,-0.1153,-0.0150,-0.0312,0.120
82.790332,-0.1105,0.0088,-0.0220,0.113
82.794878,-0.0842,0.0157,0.0131,0.087
82.800294,-0.0604,0.0488,0.0170,0.080
82.805207,-0.0038,0.0625,-0.0241,0.067
82.813045,0.0809,0.0596,-0.0294,0.105
82.815183,0.1671,0.0424,-0.0513,0.180
82.857700,0.2408,0.0135,-0.0564,0.248
82.858379,0.3115,-0.0366,-0.0497,0.318
82.858859,0.2988,-0.0649,-0.0265,0.307
82.859246,0.2794,-0.0953,-0.0225,0.296
82.859606,0.2201,-0.0851,-0.0517,0.242
82.859891,0.1139,-0.0892,-0.0499,0.153
82.860165,0.0681,-0.0600,-0.0623,0.110
82.860464,0.0012,-0.0478,-0.0486,0.068
82.860746,-0.0533,-0.0451,-0.0018,0.070
82.863221,-0.0741,-0.0448,0.0470,0.099
82.868217,-0.0902,-0.0398,0.1168,0.153
82.875615,-0.1393,-0.0182,0.1268,0.189
82.877151,-0.1382,0.0033,0.0609,0.151
82.881193,-0.1609,0.0554,0.0406,0.175
82.887301,-0.1785,0.0929,0.1534,0.253
82.891077,-0.1914,0.1324,0.1680,0.287
82.895352,-0.1544,0.1574,0.0829,0.236
82.900658,-0.1274,0.1323,-0.0252,0.185
82.905566,-0.0676,0.1169,-0.0471,0.143
82.912945,0.0010,0.0542,-0.0333,0.064
82.918310,0.0784,0.0086,-0.0244,0.083
82.959602,0.1434,-0.0509,-0.0346,0.156
82.960317,0.1889,-0.1147,-0.0684,0.231
82.960801,0.1819,-0.1351,-0.0687,0.237
82.961092,0.1704,-0.1483,-0.0714,0.237
82.961373,0.1258,-0.1496,-0.0410,0.200
82.961647,0.0910,-0.1532,-0.0416,0.183
82.962008,0.0375,-0.1330,-0.0397,0.144
82.962285,-0.0132,-0.1082,-0.0569,0.123
82.962556,-0.0637,-0.0766,-0.0384,0.107
82.962830,-0.0639,-0.0547,0.0060,0.084
82.968430,-0.1187,-0.0188,0.0358,0.125
82.972623,-0.1398,0.0074,0.0465,0.148
82.977555,-0.1727,0.0524,0.0311,0.183
82.982566,-0.1627,0.0780,0.0372,0.184
82.986872,-0.1578,0.0891,0.0574,0.190
82.993139,-0.1577,0.1048,0.0728,0.203
82.996245,-0.1199,0.0944,0.0667,0.167
83.000991,-0.0801,0.0841,0.0181,0.118
83.005776,-0.0360,0.0714,0.0245,0.084
83.011620,0.0029,0.0636,0.0616,0.089
83.015858,0.0390,0.0464,0.0889,0.108
83.055561,0.0748,0.0317,0.0876,0.119
83.056378,0.0819,0.0100,0.0698,0.108
83.056822,0.0747,-0.0139,0.0403,0.086
83.057143,0.0511,-0.0020,0.0157,0.053
83.057423,0.0182,0.0099,-0.0062,0.022
83.057701,-0.0240,0.0240,0.0027,0.034
83.057972,-0.0398,0.0403,-0.0097,0.057
83.058253,-0.0674,0.0565,-0.0102,0.089
83.061522,-0.0663,0.0346,-0.0580,0.095
83.064875,-0.0867,-0.0037,-0.0485,0.099
83.068971,-0.0406,-0.0227,-0.0202,0.051
83.073178,-0.0211,-0.0535,-0.0158,0.060
83.077695,0.0243,-0.0698,-0.0067,0.074
83.082609,0.0385,-0.0503,0.0071,0.064
83.088032,0.0385,-0.0238,0.0256,0.052
83.092500,0.0150,0.0261,0.0534,0.061
83.097432,0.0035,0.0567,0.0383,0.069
83.102806,0.0038,0.0752,0.0329,0.082
83.123173,0.0301,0.0792,0.0464,0.097
83.129164,0.0444,0.0785,0.0479,0.102
83.132498,0.0988,0.0612,0.0400,0.123
83.132940,0.1079,0.0511,0.0488,0.129
83.133271,0.1288,0.0412,0.0456,0.143
83.133580,0.1260,0.0194,0.0187,0.129
83.135476,0.1517,0.0026,0.0134,0.152
83.161108,0.1321,-0.0141,-0.0108,0.133
83.161835,0.1081,-0.0116,-0.0159,0.110
83.162123,0.0750,0.0074,0.0076,0.076
83.162459,0.0303,0.0406,-0.0000,0.051
83.162735,-0.0115,0.0450,-0.0123,0.048
83.164009,-0.0436,0.0564,-0.0031,0.071
83.169581,-0.0684,0.0085,0.0108,0.070
83.174437,-0.0648,-0.0248,0.0033,0.069
83.179135,-0.0565,-0.0745,-0.0302,0.098
83.184582,-0.0365,-0.0691,-0.0374,0.087
83.188188,-0.0309,-0.0615,-0.0303,0.075
83.192684,-0.0324,-0.0254,0.0076,0.042
83.197477,-0.0433,0.0246,0.0096,0.051
83.202350,-0.0401,0.0552,0.0258,0.073
83.207048,-0.0678,0.0477,0.0515,0.098
83.212018,-0.0503,0.0639,0.0035,0.081
83.217068,-0.0543,0.0823,-0.0204,0.101
83.247089,-0.0417,0.0769,0.0341,0.094
83.247593,-0.0553,0.0904,0.0620,0.123
83.247744,-0.0570,0.1062,0.0399,0.127
83.247901,-0.0255,0.0911,-0.0080,0.095
83.248045,-0.0157,0.0381,-0.0485,0.064
83.248218,-0.0013,0.0021,-0.0389,0.039
83.250959,0.0129,-0.0478,-0.0436,0.066
83.255174,0.0293,-0.0617,-0.0103,0.069
83.260229,0.0312,-0.1134,-0.0175,0.119
83.264324,0.0546,-0.1386,-0.0152,0.150
83.269366,0.0753,-0.1304,-0.0272,0.153
83.274574,0.0723,-0.1151,-0.0105,0.136
83.278965,0.0432,-0.0667,0.0083,0.080
83.283453,0.0026,-0.0235,0.0413,0.048
83.291708,-0.0425,-0.0091,0.0384,0.058
83.293795,-0.1134,0.0361,0.0072,0.119
83.298525,-0.1174,0.0452,-0.0119,0.126
83.305383,-0.1167,0.0306,0.0166,0.122
83.308941,-0.0641,0.0279,0.0402,0.081
83.313237,0.0095,0.0158,0.0494,0.053
83.317799,0.1037,-0.0010,0.0513,0.116
83.361396,0.1782,-0.0128,0.0154,0.179
83.362136,0.2546,-0.0009,0.0034,0.255
83.362624,0.2973,-0.0080,0.0366,0.300
83.362914,0.2900,0.0039,0.0459,0.294
83.363230,0.2618,0.0016,0.0385,0.265
83.363634,0.2009,0.0135,-0.0019,0.201
83.363912,0.1595,0.0087,-0.0183,0.161
83.364225,0.1139,-0.0008,-0.0110,0.114
83.364498,0.0759,-0.0031,0.0414,0.086
83.365684,0.0619,0.0088,0.0221,0.066
83.370360,0.0385,0.0207,-0.0159,0.047
83.374744,0.0464,0.0325,-0.0442,0.072
83.379887,0.0542,0.0299,-0.0345,0.071
83.384432,0.0740,0.0178,-0.0200,0.079
83.390109,0.1055,0.0106,-0.0626,0.123
83.394290,0.1225,0.0105,-0.0741,0.144
83.399165,0.1513,-0.0156,-0.0476,0.159
83.406100,0.1207,0.0106,-0.0143,0.122
83.410808,0.0835,0.0130,0.0140,0.086
83.413355,0.0230,0.0319,0.0232,0.046
83.419724,-0.0251,0.0246,0.0322,0.048
83.456548,-0.0610,0.0220,0.0317,0.072
83.457241,-0.0897,0.0077,0.0312,0.095
83.457529,-0.0922,0.0100,0.0237,0.096
83.457856,-0.0852,-0.0019,0.0162,0.087
83.458133,-0.0474,0.0077,-0.0172,0.051
83.458483,-0.0171,0.0196,-0.0599,0.065
83.458768,0.0200,0.0194,-0.0524,0.059
83.459037,0.0473,0.0217,-0.0308,0.061
83.462254,0.0578,0.0002,-0.0237,0.062
83.466745,0.0705,-0.0259,0.0071,0.075
83.471571,0.0688,-0.0280,0.0354,0.082
83.475592,0.0531,-0.0325,0.0445,0.076
83.480353,0.0043,-0.0060,0.0250,0.026
83.484682,-0.0440,0.0368,0.0199,0.061
83.491171,-0.0896,0.0603,0.0457,0.117
83.495019,-0.1253,0.0788,0.0665,0.162
83.504648,-0.1324,0.0900,0.0634,0.172
83.505466,-0.1277,0.0656,0.0367,0.148
83.510744,-0.1019,0.0628,0.0031,0.120
83.515420,-0.0431,0.0385,0.0125,0.059
83.519512,0.0008,0.0264,0.0194,0.033
83.557470,0.0468,0.0120,0.0405,0.063
83.558199,0.0974,-0.0118,-0.0216,0.100
83.558494,0.1427,-0.0354,-0.0500,0.155
83.558793,0.1805,-0.0493,-0.0686,0.199
83.559288,0.2182,-0.0655,-0.0160,0.228
83.559588,0.2271,-0.0791,0.0029,0.241
83.559921,0.2172,-0.0832,0.0098,0.233
83.560398,0.1697,-0.0634,-0.0189,0.182
83.562789,0.0990,-0.0486,-0.0498,0.121
83.567406,0.0387,0.0255,-0.0355,0.058
83.571995,-0.0091,0.0823,-0.0165,0.084
83.576102,-0.0496,0.1149,-0.0072,0.125
83.581179,-0.0304,0.1377,-0.0052,0.141
83.585855,0.0264,0.0891,-0.0365,0.100
83.591329,0.0803,0.0457,-0.0248,0.096
83.595133,0.1220,-0.0045,-0.0061,0.122
83.600164,0.1183,-0.0424,-0.0138,0.126
83.606925,0.1007,-0.0492,-0.0046,0.112
83.610473,0.0572,-0.0345,-0.0478,0.082
83.614582,0.0427,-0.0057,-0.0598,0.074
83.619538,0.0141,0.0229,-0.0387,0.047
83.657443,-0.0167,0.0298,0.0084,0.035
83.658258,-0.0306,0.0248,0.0147,0.042
83.658554,-0.0373,-0.0252,0.0116,0.046
83.658897,-0.0274,-0.0392,-0.0010,0.048
83.659187,-0.0176,-0.0768,-0.0016,0.079
83.659477,-0.0033,-0.0903,0.0595,0.108
83.659752,0.0512,-0.0896,0.0892,0.136
83.660043,0.0507,-0.0769,0.0523,0.106
83.663982,0.0692,-0.0691,0.0134,0.099
83.669362,0.0189,-0.0400,-0.0205,0.049
83.673918,-0.0262,-0.0111,-0.0090,0.030
83.677653,-0.0971,0.0341,0.0332,0.108
83.682217,-0.1628,0.0433,0.0277,0.171
83.686074,-0.2020,0.0478,0.0056,0.208
83.690967,-0.2102,0.0569,-0.0328,0.220
83.697140,-0.2304,0.0517,-0.0307,0.238
83.700668,-0.2199,0.0417,-0.0026,0.224
83.706904,-0.1788,0.0437,0.0087,0.184
83.710712,-0.1428,0.0315,0.0010,0.146
83.715319,-0.1072,0.0336,-0.0303,0.116
83.720235,-0.0482,0.0380,-0.0235,0.066
83.747745,0.0078,0.0163,0.0022,0.018
83.748247,0.0893,0.0232,0.0253,0.096
83.748402,0.1371,0.0135,0.0387,0.143
83.748577,0.1798,-0.0009,0.0638,0.191
83.748722,0.1866,-0.0128,0.0555,0.195
83.748877,0.1652,-0.0080,0.0212,0.167
83.754375,0.1323,0.0087,0.0063,0.133
83.758602,0.0643,0.0158,0.0198,0.069
83.763921,0.0300,0.0512,0.0379,0.070
83.767793,-0.0017,0.0484,0.0607,0.078
83.773391,-0.0213,0.0362,0.0477,0.064
83.777547,-0.0147,0.0050,0.0206,0.026
83.782019,-0.0364,-0.0354,-0.0181,0.054
83.787817,-0.0202,-0.0635,-0.0400,0.078
83.791867,0.0243,-0.1081,-0.0356,0.116
83.797520,0.0637,-0.1191,-0.0312,0.139
83.802250,0.0885,-0.1300,-0.0435,0.163
83.808368,0.1321,-0.0910,-0.0509,0.168
83.811184,0.1162,-0.0380,-0.0275,0.125
83.816376,0.0839,0.0240,-0.0233,0.090
83.860251,0.0591,0.0546,-0.0405,0.090
83.861106,0.0228,0.0589,-0.0741,0.097
83.861391,-0.0369,0.0466,-0.0932,0.111
83.861849,-0.0370,0.0248,-0.0767,0.089
83.862205,0.0008,-0.0015,-0.0604,0.060
83.862506,0.0050,-0.0348,-0.0348,0.050
83.862782,0.0400,-0.0417,-0.0190,0.061
83.863095,0.0535,-0.0248,-0.0010,0.059
83.863365,0.0385,-0.0128,0.0050,0.041
83.863662,0.0191,0.0157,-0.0080,0.026
83.869844,0.0331,0.0772,-0.0233,0.087
83.873786,0.0636,0.1026,-0.0337,0.125
83.878156,0.0844,0.1207,-0.0062,0.147
83.883310,0.1144,0.1149,0.0472,0.169
83.888356,0.1466,0.0569,0.0860,0.179
83.893748,0.1715,-0.0338,0.0888,0.196
83.898142,0.1654,-0.0857,0.0680,0.198
83.901974,0.1642,-0.1206,0.0710,0.216
83.907525,0.1419,-0.1125,0.0978,0.206
83.911679,0.0962,-0.0950,0.0889,0.162
83.917042,0.0249,-0.0467,0.0538,0.075
83.956087,-0.0292,-0.0059,0.0144,0.033
83.956919,-0.0710,0.0511,-0.0224,0.090
83.957212,-0.1219,0.0839,-0.0161,0.149
83.957546,-0.0918,0.0951,0.0019,0.132
83.957835,-0.0621,0.1062,-0.0158,0.124
83.958129,-0.0115,0.0721,0.0070,0.073
83.958416,0.0386,0.0240,0.0011,0.045
83.958708,0.0954,-0.0260,0.0024,0.099
83.960198,0.0806,-0.0519,0.0179,0.098
83.965697,0.0470,-0.0396,0.0476,0.078
83.969924,-0.0265,-0.0179,0.0486,0.058
83.974012,-0.1254,0.0155,0.0426,0.133
83.978763,-0.2021,0.0202,0.0129,0.203
83.983436,-0.2498,0.0248,0.0120,0.251
83.989759,-0.2357,0.0009,0.0134,0.236
83.993072,-0.1936,-0.0441,0.0671,0.210
83.998517,-0.1259,-0.0746,0.1204,0.189
84.002588,-0.0115,-0.1024,0.1258,0.163
84.016528,0.0523,-0.1158,0.1170,0.173
84.017494,0.0683,-0.0886,0.0941,0.146
84.017792,0.1271,-0.0380,0.0311,0.136
84.053289,0.0976,0.0075,0.0042,0.098
84.054193,0.0541,0.0431,0.0131,0.070
84.054561,0.0227,0.0476,0.0956,0.109
84.054882,-0.0274,0.0568,0.0943,0.113
84.055182,-0.1032,0.0659,0.0861,0.150
84.055571,-0.1642,0.0774,0.0235,0.183
84.058014,-0.2177,0.0745,-0.0054,0.230
84.058799,-0.2353,0.0905,0.0037,0.252
84.060881,-0.2199,0.0970,0.0342,0.243
84.065823,-0.1527,0.0962,0.0407,0.185
84.070823,-0.1005,0.0717,0.0519,0.134
84.074838,-0.0346,0.0545,0.0323,0.072
84.080181,-0.0238,0.0470,0.0128,0.054
84.083915,-0.0177,0.0372,0.0126,0.043
84.090410,-0.0567,0.0536,0.0147,0.079
84.093689,-0.0884,0.0556,0.0241,0.107
84.098436,-0.1104,0.0338,0.0214,0.117
84.103480,-0.1136,-0.0115,0.0616,0.130
84.112942,-0.1170,-0.0588,0.0991,0.164
84.113833,-0.1157,-0.0844,0.0793,0.164
84.118011,-0.1170,-0.0884,0.0409,0.152
84.137540,-0.0755,-0.0758,0.0004,0.107
84.138094,-0.0297,-0.0253,-0.0493,0.063
84.138287,0.0252,0.0153,-0.0582,0.065
84.138478,0.0867,0.0389,-0.0197,0.097
84.143056,0.1430,0.0457,0.0184,0.151
84.146101,0.1798,0.0074,0.0018,0.180
84.151013,0.2377,-0.0330,-0.0288,0.242
84.158144,0.2478,-0.0398,-0.0189,0.252
84.160594,0.2057,-0.0465,0.0644,0.221
84.165199,0.1618,-0.0081,0.1613,0.229
84.170153,0.0711,0.0395,0.1484,0.169
84.174922,-0.0044,0.0607,0.0574,0.084
84.180864,-0.0910,0.0936,-0.0043,0.131
